,review,verified,Type Of Traveller,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,Wifi & Connectivity,year,Month,airline
1190,trip verified   paris to johannesburg a brilliant flight super attentive and friendly crew excellent food but one would expect this travelling from france i do like the a very quiet however the business class seats are far better on their s,True,Solo Leisure,Business Class,3,4,4,yes,5,5,1,2018,June,air_france
1191,trip verified   paris to singapore a very good experience from the lounge to the landing easy access to the lounge and its spacious and clean shower the boarding was great the seat is very comfortable with lots of privacy the selection of food just magnificent the wine and cognac excellent great inflight service the staff was extremely nice and helpful,True,Couple Leisure,Business Class,5,5,5,yes,5,5,5,2018,May,air_france
1192,trip verified   paris to berlin worst experience ever had to pay eur for overweight cabin luggage the whole procedure of air france was horrible and you would not expect that from an airline like air france i travel a lot and never experienced something like that,True,Business,Economy Class,3,1,1,no,3,1,1,2018,June,air_france
1193,not verified   los angeles to paris the staff is great but the food was terrible ive never had worse on a business class flight most of it was terrible tasting to the point of being inedible and you couldnt resort to the snack bar because the paltry offering there was uninviting this would be bad enough on a hour flight but on an overseas flight at a businessclass fare its intolerable my wife and i will try to avoid air france in the future,False,Couple Leisure,Business Class,4,4,2,no,5,1,1,2018,May,air_france
1194,trip verified   paris cdg to manchester ive just had the worst experience thanks to air france i was denied boarding whilst attempting to come home i had lost my biometric residency permit brp but had all the supporting documentation to prove that i was a legal uk resident i had my passport and a valid schengen visa the boarding agent denied me access to the immigration liason officer who would have been able to review my documentation and let me board i am not an illegal immigrant no you cant speak to the ilo this france she yelled during this process my daughters aged  and  became distressed and started crying as the air france boarding agent shouted at me i asked if i could get my children some water no no dont move she shouted finally the agent said go back where you came from before frogmarching me and my children out of the airport at no point was any concern showed for me or my children both uk citizens no advice was given no help or advice offered the problem was all created by air frances over officious interpretation of documentation uk border force had no problems with my entry to the uk,True,Family Leisure,Economy Class,1,1,1,no,1,1,1,2018,May,air_france
1195,trip verified  paris cdg to toronto business class buyer beware air france has downgraded its yul and yyz to cdg aircraft gone are the modern new configuration layflat seats replaced by old seats from the s these old seats dont lie flat and offer no privacy at all there are much better ways to cross the atlantic find another airline  especially if you are paying out of pocket for a business class seat otherwise the food and service are decent,True,Business,Business Class,2,4,2,no,4,4,1,2018,May,air_france
1196,trip verified   new york to kiev via paris on the flight from jfk the flight attendant rips my iphone charger out of the console said it was very security concerns before take off  i was at jfk at  am but air france ticket counter was not open until  pm could not go through security the kiosks could not print out a boarding pass nor could delta in minneapolis it is amazing at jfk no one can help before pm i landed in paris before  am they did not have enough time to put two pieces of my luggage on the plane before it took off at  am boarding time was supposed to be  am  they started to board at  am for a  departure no reason for the delay other than no speed they missed their window for departure so the airport delayed the flight another  minutes when i got to kiev only one box arrived no second box or my suitcase i have a meeting at  pm today and a video shoot this morning i have only jeans and a warm shirt i guess i have to take an extra carry on with me with a suit underwear shoes shirt tie pills etc they did not put it on a later flight  air france has no grasp of speed or customer service the focus is on nice seats fly them if there is no other choice,True,Business,Business Class,4,1,1,no,2,3,1,2018,May,air_france
1197,trip verified   geneva to copenhagen via paris air france has been failing in many ways all my flights have had delay in the past year as i work in bremen but live in zurich i had to take air france  klm flights  times a week i am very disappointed by their services especially i gave them my hand luggage twice as they asked me and they lost the luggage without reimbursing the value of the clothes i had inside this is not correct,True,Business,Economy Class,2,1,1,no,3,1,1,2018,May,air_france
1198,trip verified   madrid to oslo via paris flight af  may  a it was an old but wellmaintained plane very clean new seats with power sockets crew very friendly polite and groomed working so hard from boarding to arrival complimentary snacks and beverages to all passengers great crew and great airline,True,Solo Leisure,Economy Class,4,4,5,yes,5,5,4,2018,May,air_france
1199,trip verified   dusseldorf to ndjamena via paris the plane was rather dated  on old a that is about to be retired by air france but the seats were nevertheless surprisingly comfortable as air france never renovated the cabin interior they still have decent padding and generous legroom the food was tasty  as usual on af  and the service was friendly overall i would fly with them again,True,Couple Leisure,Economy Class,4,4,4,yes,4,4,1,2018,March,air_france
1200,trip verified   this was my first time flying air france and i was travelling from singapore to london via paris leg room was adequate plane was clean and comfy nothing much to complain about apart from the  stewardesses who were slightly snobbish food was surprisingly good and please request for the hot chocolate from the outside it looks kinda diluted but it was one of the best hot chocolates ive ever had pretty good overall i dont mind flying air france again,True,Solo Leisure,Economy Class,4,4,5,yes,3,5,1,2017,October,air_france
1201,dubai to paris first time with air france overall im satisfied with their service seats are slightly smaller but comfortable crew were friendly on both flights all were on time and arrive ahead of schedule food was delicious however portion was small for a  hours flight however its not my concern much entertainment is ok some arabic options and sitcoms and latest movies plane looked clean and new nice airline for future flights,False,Solo Leisure,Economy Class,4,3,4,yes,4,4,1,2018,May,air_france
1202,trip verified  this was awful a ripoff  of awfulness for a business class return ticket cdgtlvcdg a ripoff because business class from cdg to tel aviv is an economy seat with an empty seat next to you you might get away with that on a short hop within the eu but on a  hr trip at this price its just not acceptable it was an overnight flight and i just assumed as with the ba flight to tlv there would be a flat bed so it was my fault for not checking i got an economy seat that barely reclines perhaps cm needless to say i didnt sleep much and in search of another way to get more enraged i checked the price of a flexible economy ticket for the same trip the next day it was  for a flexible ticket so ive paid not far short of  extra to sit in the same seat as everyone else but closer to the toilets great merci beaucoup,True,Business,Business Class,1,3,1,no,4,1,1,2018,May,air_france
1203,trip verified   paris to zurich it was an incredibly awful experience to fly with air france i brought a carry on size baggage for economics class when i went through security check i wanted to take the liquid out then the guy who was there stopped me and weighed my baggage it was  kg the economics class regulation for carry on is  kg so he forced me to check in this one and buy extra baggage for  euros i was disappointed for the slightly difference which i didnt plan but i chose to respect the rules of air france however what did i get back i paid money for checkin baggage but didnt get the same respect when i got the baggage i notice it was damaged  air france took the money but didnt responsible and respect the customer who obtained the rules it is sad i asked for refund  euros they havent get back to me yet,True,Couple Leisure,Economy Class,1,1,1,no,1,1,1,2018,May,air_france
1204,trip verified  paris cdg to new york jfk never ever i will choose air frances a unless they change their business class seats the seats on a can not change to a  degree flat bed it has a very weird angle i dont know how to describe it but it is very hard to sleep you will feel yourself slowly sliding down did not like it at all next time i will choose their b for the trip they updated business class seats on that plane service are fine but i didnt feel like sitting in business class maybe too many people on a the service quality is lower than other plane i flew b to paris i felt good about the service and plane but not with the a food for air france is very good thats the some good credit for them,True,Business,Business Class,2,5,3,yes,2,5,1,2018,April,air_france
1205,trip verified  london to male via paris cdg arrived in the maldives for a trip to paradise air france have managed to lose both suitcases we are left to holiday with the clothes on our back no representatives at the airport to meet us offer compensation and discuss strategy for returning the baggage i dont expect a reply from air france i have sent  messages directly to them already and no one has had the decency to reply my advise never use air france we were one couple who suffered this fate the flight from cdg managed to lose the baggage of at least  others after  messages via social media we finally had a reply  we were even promised an upgrade for our return journey home  the bags finally arrived at our resorts  days after us checkedin for the flight home and at am received a text message informing me the cdg to lhr flight was cancelled and we invite you to modify your trip online this was impossible at male no upgrade given the rudest individual i have ever met who is working in hospitality and simply sent to paris cdg with no onward travel plans on landing at cdg  hours of queuing before seen by a member of staff and rerouted home the next morning many others having to wait  days or travel or travel via edinburgh for lhr since then have started claim against them for expenses  no one answers phone and simply hangs up  no one answers via social media  no one answers via message board  this week i have called  times and sent another  messages and still nothing simple advice  choose a different airline,True,Couple Leisure,Economy Class,3,1,1,no,3,2,1,2018,April,air_france
1206,trip verified   never flown with air france before probably wont ever again i gave them my bag they returned it damaged beyond repair but they wont compensate me i really am a bit grumpy the amazing thing here is that af are telling me that i should have submitted a damage report when i collected the bag at vienna airport well guess what the bag wasnt delivered to vienna because they lost it as well when af found the lost bag and delivered it to me a day or two later damaged beyond repair i was three hours drive from the airport up in the austrian alps nowhere near a luggage damage report counter so i could not provide the report they have requested i did provide af with a photo of the damaged bag an email from a repairer stating that the bag is damaged beyond repair and details of a very modestly priced suitable replacement bag afs email to me states having reinvestigated your claim i am afraid we cannot constructively add to our previous correspondence please be assured that we will never deny compensation to a passenger in situations where its awarding is applicable rubbish it appears to me that the standard af response to luggage damage claims is to deny them without even looking at the facts,True,Family Leisure,Economy Class,3,1,1,no,3,2,1,2017,December,air_france
1207,trip verified   milan to paris ground staff incompetent rigid and impolite bureaucracy over flexibility and kindness when dealing with clients national airline with on point to point flights offer a worse service than lowcost carriers,True,Solo Leisure,Economy Class,1,1,1,no,1,1,1,2018,April,air_france
1208,trip verified   paris to washington dc in november  this was the worst trip of my life and i fly about  times a year after checking and going thru customs the gate agent told me that i was told dark in my passport picture then later was telling his colleague in front of me that he thinks that i tampered with my passport picture i was so embarrassed as i was held at the gate for  minutes while all the passengers were looking at me like i had a fake passport,True,Solo Leisure,Economy Class,1,1,1,no,5,1,1,2017,November,air_france
1209,trip verified  flew air france from freetown to tokyo via paris my outbound trip was in economy class and the return was in premium economy this upgrade cost just  but i dont think i would pay much more for premium economy on air france as the difference between the two classes was negligible all flights departed on time and the service was generally fine  polite friendly but perfunctory once the meals have been served the crew disappear and you seldom see them at least snacks and drinks are left out in the galley for selfservice ife was good  an interesting selection of movies including some new releases i found the premium economy seats uncomfortable  in fact i think i prefer economy seats because you could actually recline them the premium seats only slid forward and i found them very uncomfortable for sleeping however the legroom was better than economy i really dislike the wastage of air france  with exception of the meal tray nothing is reused  all dishes containers and utensils are disposable and so the staff come around at the end of the meal and chuck everything in the bin this does not seem to be a very chic end to a meal,True,Solo Leisure,Premium Economy,3,3,2,yes,3,3,1,2018,April,air_france
1210,trip verified   paris to budapest ive been traveling a lot but never met a nice friendly and smiley staff like i met today although it was early morning they did their job perfectly they made my day i would like to say a big thank you  i wish the air france had more cabin crew like they are,True,Solo Leisure,Economy Class,5,5,5,yes,5,5,1,2018,April,air_france
1211,trip verified  very short but pleasant flight from zurich to paris cdg luckily not affected by the current industrial dispute very pleasant staff no hassles good hand luggage allowance flight on time aircraft clean it was nice to get a glass of wine too will fly air franceklm again,True,Solo Leisure,Economy Class,4,4,5,yes,4,4,1,2018,April,air_france
1212,trip verified   paris orly to new york jfk i was lucky to travel between two strikes beside that check in was very smooth security fast orly west air france lounge is ok not a great selection of food but alcohol as much as you want no shower easy boarding sky priority respected configuration is  the seat is very comfortable as soon as you board we were welcomed by the senior stewardess with a choice of champagne orange juice or water the plane left on time food was quite good even if the chicken was over cooked and dry one thing which is weird they serve the cheese at the same time the appetizer very good entertainment system good choice of movies the thing which is to consider they serve the prearrival snack only if you request it so if you dont read properly the menu you dont get it arrived in jfk ahead of schedule overhaul a very good experience,True,Solo Leisure,Business Class,5,5,5,yes,4,4,1,2018,April,air_france
1213,trip verified   madrid to paris the experience was terrible everything from extremely slow boarding to rude interaction by staff and poor communication about potential flight delays occurred  mins late departure i would recommend not flying with air france particularly if youre not a french national as they clearly prioritize service and professionalism based on nationality,True,Family Leisure,Economy Class,1,1,1,no,1,1,1,2018,April,air_france
1214,trip verified   budapest to rabat via paris in budapest i was requested to leave my hand luggage to be checked through to rabat ive tried to obtain some explanation from the ground staff they didnt offered me any sort of logic explanation they just said that they need to checked in the service from budapest to paris was really disappointing in paris there were  min delay no explanation seats in the flight to rabat were dirty food average one positive thing about the flight was the cabin crew very friendly if i would have recommended or flying again with air france only if there is no other option otherwise i will avoid in the future,True,Business,Economy Class,3,1,2,no,4,3,1,2018,April,air_france
1215,trip verified  although air france flight from paris to san francisco was delayed due to a technical issue needing to be resolved the time was mostly made up in flight preboarding was a pain due to extremely long sky priority waiting line which was extended due to the delay service from the predominantly frenchspeaking crew was excellent friendly and efficient quiet with few announcements a great contrast to many us carriers with their incessant chatter seating in business i was in second business cabin is i believe called herringbone pattern  i had selected the single row along the right side of the plane l roomy nice niche for headphones ipad etc as well as room for a personal item on the footrest electric outlet at seat personal lighting handy and next to niche lieflat seat soft quilt and pillow i had a little trouble getting the seat back up to full upright but minor amenities kit a twoparter shoe bag slippers and socks on arrival cosmetics bag with toothbrush paste eyeshades earplugs headphones cover comb creams after seating plenty of warm washcloths to clean up champagne or oj to start meal service with appetizer main course cheese course sweets from the cart all excellent though they had run out of the spring veg risotto and could use more veg options snacks and other meals well spaced overall a very pleasant flight i used miles and booked about  months ahead,True,Solo Leisure,Business Class,5,3,4,yes,5,4,3,2018,March,air_france
1216,trip verified   paris to montral the cabin crew was very friendly the seat was very uncomfortable and the premium economy food and drinks the same as economy class it is definitely not worth spending so much money for this low quality  aircraft was old and dirty,True,Business,Premium Economy,1,1,1,no,5,2,1,2018,March,air_france
1217,trip verified   paris to dublin the flight left a few minutes late but still arrived on time in dublin service on board was good as is always the case so far with air france very attentive and efficient lovely salmon dish served with a nice roll and delicious desert lounge in paris cdg  terminal e was busy but still had a good ambiance however the baggage did not come out among the first on arrival in dublin despite supposedly having priority,True,Solo Leisure,Business Class,4,3,4,yes,5,4,1,2018,March,air_france
1218,trip verified   bangalore to amsterdam via paris it was a pleasant journey with klmaf flight flight was neat and clean the cabin staff hostess were happy to greet us i was little upset as i did online checkin but later it was assigned to someone else and i got a sit near to the exit  seats were comfortable loaded with lots of movies with different languages but overall the journey was wonderful flight attendants were helpful and food also was good arrived paris on time and also my connecting flight was also the same af and from paris to amsterdam also indeed a nice  hr journey,True,Solo Leisure,Economy Class,4,4,4,yes,4,4,1,2018,February,air_france
1219,trip verified   dublin to paris cdg service onboard was impeccable served a lovely salmon dish with a nice roll ratatouille cheese and a nice chocolate cake for desert everything was well presented and the stewardess very professional and friendly priority boarding was efficient but i wonder why boarding announcement was made way before boarding could start overall service from check in and lounge experience were good but for some reason my baggage despite flying business class and supposedly priority  came out quite late with no priority sticker on it,True,Solo Leisure,Business Class,4,3,3,yes,5,5,1,2018,March,air_france
1220,trip verified   brussels to miami via paris this trip was the worst airplane travel experience i have experienced with an airline departure more than hour late from brussels  delay that ended at the stopover at charles de gaulle which left only  minutes for changing terminal saving my golf bag that air france did not want to take from brussels because luggage out of dimension at charles de gaulle the operator following a telephone call that she gave in our presense was assured that the golf bag would be on our plane af despite our late arrival at our stop over joining the m boarding gate with shuttle to terminal m and run to the end of the  m long hall where m gate is located without any help with electric car after landing in miami waiting  minutes in the plane before a door could receive the passengers after the customs formalities waiting for the arrival of my golf bag after   minutes we were told that my golf bag was not on the plane like  other luggages air france miami assured me that my luggage would arrive the next day friday march  from there it was only disappointment on disappointment because the luggage was not there the next day nor the day after after multiple complaints phone calls from us it became apparent that the situation on the air franceside was no longer under control since a mundial  research had been launched as a result i bought what i needed to be able to practice the sport for which we are in miami air france had assured me in a mail that the company would refund me on the basis of the supporting documents i sent the vouchers after  days the luggage was found and now the company tells me that they will refund only  of my expenses the position of air france which is intended to be a major airline is at least astonishing or intolerable so i expect the full refund of my expenses,True,Couple Leisure,Economy Class,1,1,1,no,4,4,1,2018,March,air_france
1221,trip verified  flew rio de janeiro to paris boarding was quick and flight left on time predinner drinks and dinner was served shortly after takeoff good food and wine after this the flight attendants were conspicuous by their absence i had to find them several times to get water on one occasion they filled my bottle which i had been drinking out of from a larger one  not very hygienic if this is standard practice seat not as comfortable on this aircraft as on the caribbean version of the,True,Couple Leisure,Business Class,3,4,3,yes,3,4,1,2018,March,air_france
1222,trip verified  flew london heathrow to lima via paris cdg with air france check in for the priority queue was slower than im used to but that could be passengers being clueless and arguing about the size of their hand baggage etc cant really blame the airline for dumb passengers the short flight was good and attendants friendly a light cold breakfast with warm croissants and bread rolls was sufficient the cdglim leg was in a b  class caribbean configuration with  business class seats in two rows  layout good attentive service and excellent food and drink as you would expect from frances national carrier,True,Couple Leisure,Business Class,4,3,4,yes,4,4,1,2018,February,air_france
1223,trip verified   casablanca to new york jfk via paris my bag was supposed to be on board af flight  which arrived march  at jfk that was  days ago i have been tracking it from casablanca to jfk all week it has been in the delta baggage claim terminal  for over two days now and nobody seems able to collect it to the air france terminal and transport it to my home they say they have escalated the process but the bag still languishes at terminal  i have not had my bag for  days how is this company so inefficient that they cant accomplish this task i have been calling everyday sometimes twice and they say they have it but it doesnt get to me in casablanca air france staff were unhelpful if not rude at jfk they said it had come in but it hadnt they are impossible to deal with i will never fly air france again march th and i still dont have my bag,True,Solo Leisure,Premium Economy,2,1,1,no,3,3,1,2018,March,air_france
1224,trip verified   traveled on air france many times but this time was the worst experience  we took af from zurich via paris to sint maarten delay started in zurich instead of a departure at am flight left  hour later already advised of an aircraft change from cdg to sxm the day before  instead of the a operated by air france they used an ancient b operated by wamos air arrived in paris rushed to the gate for the sxm flight and departure was again delayed by almost  hours aircraft was old and dirty beyond belief  out  toilets out of order drinks and food horrible after the first  rows in economy they ran out of basically all drinks beer wine etc crew was unfriendly and spoke spanish there was one flight attendant in an air france uniform she went around and talked to passengers many of them furious being a frequent flyer i know aircraft change can happen for several reasons but for a large carrier such as air france this option is not acceptable,True,Couple Leisure,Economy Class,1,2,2,no,1,1,1,2018,February,air_france
1225,trip verified   london to rabat via paris this was my second time first time i travelled last year and flight was one hour delayed  this time the flight was  hours delayed and then the connecting flight left us and they put us in terrible hotel and next day the flight got two hours delayed because technical issues and returning flight was  hours delayed i will never recommend air france,True,Business,Economy Class,1,1,1,no,1,1,1,2018,March,air_france
1226,trip verified   nice to paris cdg this short flight was to paris cdg i was concerned as according to schedule i only had one hour and five minutes to catch my connecting flight to dublin however the flight actually arrived  minutes ahead of schedule and i even had time to visit the air france lounge in cdg it was a pleasant surprise that the chief steward addressed me by name the service was impeccable and a small collation offered the cabin crew handled the situation extremely well when people were getting on board with more hand luggage and stuff than they should surely management could address this the crew already have a difficult job without having to deal with passengers who whinge when there is no place in the cabin for their stuff,True,Business,Economy Class,4,4,4,yes,5,3,1,2018,March,air_france
1227,trip verified  this short flight was the first shuttle of the day between geneva and paris no need to say that it was full however the staff well managed everyone to enter the plane on time the only thing is that everyone kept their luggage to save time and since there was no room anymore in the plane for additional luggage many had to put their luggage back into the trunk i guess air france should advise passengers that when the plane is full it is better to register your bag with so many passengers willing to save time and limited space we ended up leaving the airport mn late because of those passengers for the rest it was very early and i felt asleep for the first mn it was a really nice surprise to find a pain au chocolat waiting for me on my tablet usually flight attendants do not serve you while you are asleep especially in economy class i was very thankful the af fa did it for me upon arrival our luggage were delivered super fast and i was able to go to work in paris as a usual commuter thank you air france,True,Solo Leisure,Economy Class,4,5,5,yes,5,4,1,2018,March,air_france
1228,trip verified   mal to paris cdg air france has overbooked our flight of  passengers i was trying to understand what i had to do to fly and they all refused to talk to me at first we were a lot of people waiting to be checked in in the end when i started complaining they all answered i dont care i dont work for air france indeed they were representative hired by air france but none of their staff were actually present in the end after  hours of battle they changed my flight for the next  hours later refusing all assistance such as hotel assistance meal etc the problem if there is an issue with your flight even if they are the cause of the issue you are on your own they wont provide any assistance if you fly towards the maldives better fly with qatar airways or emirates air france is a joke,True,Business,Economy Class,4,1,1,no,5,1,1,2018,March,air_france
1229,trip verified   paris to santiago de chile great flight the aircraft was looking new and clean economy seats are quite comfortable and the inflight entertainment screen is larger than others airlines full of music albums and movies flight attendants were friendly and professional the food was not bad definitely flying with air france again,True,Couple Leisure,Economy Class,4,4,5,yes,4,4,1,2018,February,air_france
1230,trip verified   chicago to paris flight got delayed by  hours due to technical problem in aircraft as per announcement made all the passengers were in the aircraft waiting for its aircraft due to delay in flight in chicago my connecting flight in paris to bom air france arranged us in other flight from paris to hong kong and then to bom i had to wait for  hours in paris airport as the airline did not give any accommodation and gave  euros voucher that can be used only  time that voucher only got us coffee and sandwich and we were at airport for  hours due to this delay i reached  hours later than the original time at the destination my baggage got lost and i received it only after  days when i called air france for compensation for the seat i reserved they said the flight was delayed due to bad weather and there is nothing they can do about it they just gave me a  gift voucher my seat purchase was itself of around  however the weather was perfectly fine and no announcement was made about the weather being bad,True,Solo Leisure,Economy Class,1,2,1,no,3,1,1,2018,January,air_france
1231,trip verified  really enjoyed flying with air france from london to paris boarding was very smooth and fast the aircraft was very clean cabin crews very friendly and attentive beverages and chocolate cookies were offered during this  minute flight from london to paris even pillows were offered to passengers definitely flying with air france again,True,Business,Economy Class,5,5,5,yes,5,5,1,2018,February,air_france
1232,trip verified   cape town to toronto via paris had the pleasure of experiencing air frances business class on both the  and  on  february  both were good the crew on both flights were attentive caring and thorough without being intrusive quality of meals were fine i really felt comfortable in the herringbone style lieflat beds i had plenty of space room to pack items and sufficient privacy the inflight entertainment was not great  movies were old and the selection poor regardless overall a very good experience,True,Family Leisure,Business Class,4,4,4,yes,4,3,3,2018,February,air_france
1233,trip verified  dubai to southampton via paris cdg with air france and flybe codeshare efficient check in at dxb and lounge in dubai is the skyteam lounge the lounge seemed fine efficient staff modern look and clean snacks looked fine though i did not try them and reasonable drinks selection boarding on time clean aircraft and good business seats i chose air france over ba on this route to try out an alternative i have now flown a few times with air france and rate them highly however on this middle east red eye flight i feel that ba sleeper seats are better than those of af the service from the air france staff was excellent though snack served after take off which was fine breakfast was ok ba serves better juices and coffee in my view but the food component was good landed on time in cdg layover of  hours the flybe flight to southampton was fine friendly staff all in all a good flight what is not clear though and this was also true of af ground staff is where these flights are sold as air france flights on a business class ticket and priced as such  and then the short hop to uk is with flybe which lacks a business cabin we should still get access to the lounges of air france relevant if you have a long layover in fairness to air france i had asked them about this in advance told we would have access and then when i turned up with my children today the agent said technically we did not have access however she used her discretion and let us in as we had flown from dubai with them whilst i do not know what is right or wrong its gestures like that which make me really like air france their staff try very hard and go the extra mile  i lost my computer on my outbound flight and their ground crew found it and bought it to me,True,Family Leisure,Business Class,3,5,5,yes,5,4,1,2018,February,air_france
1234,trip verified   moscow to london via paris i was less than impressed delay on boarding and take off due to computer issues this meant my connection time was shortened after racing from one end of the cdg terminal to the other with no help or direction from air france staff i made the connecting flight at the last moment how on earth someone elderly or infirm would manage this the seat  tray table area was dirty  crumbs and food present one toilet for an entire aircraft over  hours  my bags didnt make it to london and were delivered late the next evening however the food was reasonable and the cabin crew were polite the price was good there was no entertainment or wifi available i will avoid air france in the future,True,Solo Leisure,Economy Class,2,1,4,no,3,4,1,2018,February,air_france
1235,trip verified  january   flight af paris france  rabat morocco at the airport terminal airline employees speak english so badly and with such a strong accent that it is almost impossible to understand it when asking this staff member to repeat the question he got very upset in case of emergency this communication problem could have serious consequences charles de gaulle airport is international and this should not happen february  flight af rabatparis this flight arrived late to paris and we had to literally run to reach the connecting flight to new york but to our surprise they had changed the door from k to k which is at the other end the boarding card information said k they did not send us any notice either by text or email we almost lost the flight february  flight af from paris to jfk surprise our bags did not arrive we went to terminal  to the air france claims office an airline employee with a rather rude attitude attended us and we almost felt it was our fault that they had lost our bags they put a rush on our luggage and they guaranteed that they would take it to our house the next day we made three calls and they assured us they would deliver our bags by  pm they never arrived february  they brought our luggage for our next trip air france will not be an option to consider,True,Family Leisure,Economy Class,1,1,1,no,1,3,1,2018,February,air_france
1236,trip verified  flew southampton to dubai via paris cdg our first long haul flight with air france we chose their business class over ba club world even though it meant changing aircraft the whole experience was excellent i lost my computer in paris and the ground crew amazingly found it and bought it to the lounge for me lounge in hall l  f was brand new and excellent slight delay caused by heavy snow on board was new business cabin really comfortable seat food exquisite and beverages all good cabin crew all excellent can not fault them,True,Family Leisure,Business Class,5,5,5,yes,5,5,5,2017,May,air_france
1237,trip verified   lisbon to washington via paris absolutely terrible service was stuck in paris and was repeatedly lied to we were told that we were going to be bussed to an airport hotel because of the storm they sent us to a hotel at disney more than  kilometers from the airport they provided no transportation back to the airport which ended up being very expensive my baggage was lost customer service was terrible throughout not an ounce of compassion or even a hint of an apology just poor and arrogant customer service,True,Business,Business Class,1,1,1,no,1,1,1,2018,February,air_france
1238,trip verified  great flight from athens to paris the ground staff were very professional and nice aboard the plane the flight attendants were also very nice and provided us with many drinks and snacks all throughout the flight the seats were very comfortable there were absolutely no delays and our checked bags were retrieved without any problem the flight itself was spectacular with a wonderful sunset above croatia the mediterranean and the alps i would say this flight comfirms my view of air france as an affordable and very reliable airline,True,Family Leisure,Economy Class,5,5,4,yes,5,4,1,2017,October,air_france
1239,trip verified  flew air france from orly to toulon its snowing today just a little nothing like a tempest temperature is terrible  c af  was supposed to board at  boarding started at  and finished at  in addition the pilot informs us    hr delay for deicing no electricity in a while due to the ground generator breaking flight duration  hr  no water nothing proposed by the crew very nice airline when customer is treated like a cow its a pity there is no competition on this route,True,Business,Economy Class,3,1,2,no,1,1,1,2018,February,air_france
1240,trip verified   reunion to paris la reunion had been under a tropical hurricane for the last few days and we didnt know if we would be available to go back to paris eventually all went well and the weather seemed to calm down just for me to go back home i had quite an argue with the airport security staff because i had left my swiss knife in my cabin bag its wrong i get it and its my fault but i made her notice that i traveled from ory to run with it in my cabin bag too with no problem maybe the orly airport staff should review their screening training anyway confronted to this problem i went back to the air france checkin and the staff was very helpful in providing me another bag to checkin with my knife in it i was finally able to pass security and reached out for the skyteam lounge it was a bit busy but big enough for everyone although too many kids for me food was good i had several delicious samosas while waiting for the flight and a nice red wine there also was plenty of plugs for my devices heading to the airplane someone misled me to the economy class in the skybridge without checking my ticket i guess men in their twenties are not the usual business traveler the woman who had helped me checking my second bag was passing by and recognized me she led me to the correct door and was very nice and helpful this flight was full of kids again my flight attendant was nicer than the one on the first trip he was caring and smiling he helped me clean a stain on my shirt due to this delicious vinaigrette salad sauce the flight was very bumpy and the old business seat did not allow me to get to proper sleep this time i still was able to rest in good conditions in any case the breakfast served was very good and croissants seemed to be fresh all went very well until paris ory,True,Solo Leisure,Business Class,3,5,3,yes,5,5,1,2018,January,air_france
1241,trip verified   paris to reunion this was a last minute leisure trip so i paid quite a high amount of money  round trip compared to other af business seats to go to la reunion i am not a big fan of orly airport but skypriority worked very well until the skyteam lounge although quite small it was very cosy with a bay window over the checkin hall food and beverages were not fantastic but enough to wait quietly for my flight which was mn late not air france fault though onboard i experienced the old business class seat which i already knew when i booked the bestbeyond is rare if simply not existent for the french abroad territories it still a bit baffling business class was full this day  seats and since its a family destination full of kids at least half the cabin i honestly think kids should not be allowed in business but those ones were calm during the entire flight so i cannot complain the flight attendant was nice and caring but nothing extraordinary she promptly brought our nice dishes i had preordered a meal and everything was good in this area concerning the ife i was honestly surprised by the low quantity of movies available but it didnt really matter for me since i soon went to sleep on this h flight everything went well upon arrival and even though it was a bumpy flight on an old slippery seat because of the inclination i was quite fresh and ready to enjoy my vacation,True,Solo Leisure,Business Class,3,5,4,yes,4,5,1,2018,January,air_france
1242,trip verified   paris to singapore great flight air france lounge was great and comfortable upon entering the aircraft the cabin was beautiful although a little dirty and my seat had some damages ife was great food was amazing flight attendants were cheerful and smiling there was a problem with the galley kitchen and only one stove was working so my wifes dinner took  hours she waited an hour for her main course and the selection she chose was unavailable we think she was given an appetizer from la premiere as substitute but beyond that a great flight,True,Couple Leisure,Business Class,3,4,4,yes,5,5,1,2018,January,air_france
1243,trip verified   london to vancouver via paris clean and beautiful cabin on the boeing  with reasonable space between the seats flight attendants were smiling and friendly the lunch was served approximately  hours after take off food was delicious and cabin crews were attentive during service many movies and music albums on the inflight entertainment kept me occupied during this  hours flight enjoy very much flying with air france,True,Solo Leisure,Economy Class,4,4,5,yes,4,5,1,2017,December,air_france
1244,trip verified  flew air france from naples to paris cdg what a great flight the lounge at naples airport was great the quality of food is great the boarding was very efficient the staff on board were very kind and extremely helpful the food was tasty and delicious pasta salad with italian artichoke chicken with olives tapenades and as dessert a typical cake from brittany the drink champagne marvellous tea  mint tea from me palaos du the very enjoyable the flight was on time what a perfect day and flight,True,Couple Leisure,Business Class,4,5,5,yes,5,5,1,2018,January,air_france
